"firstID","secondID","HomePlanet","HomePlanetEarth","HomePlanetEuropa","HomePlanetMars","CryoSleep","CryoSleepFalse","CryoSleepTrue","deck","deckA","deckB","deckC","deckD","deckE","deckF","deckG","deckT","num","sideP","sideS","sideTrashCompactor","Destination","Destination55.Cancri.e","DestinationPSO.J318.5.22","DestinationTRAPPIST.1e","Age","VIP","VIPFalse","VIPTrue","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","firstnamelength","lastnamelength","hadRSFALSE","hadRSTRUE","hadFCFALSE","hadFCTRUE","hadSPAFALSE","hadSPATRUE","hadMALLFALSE","hadMALLTRUE","hadVRFALSE","hadVRTRUE","is_homeless.False","is_homeless.True","group_size"
75,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0,1,19,0,1,0,598,0,30,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
79,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,1,0,0,0,0,1,48,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,1
80,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,1,23,0,1,0,14,870,0,0,23,5,9,1,0,1,0,1,0,1,0,1,0,1,0,1
83,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,1,24,0,1,0,483,0,87,214,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,1
87,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,19,0,1,0,0,20,135,265,367,6,6,1,0,1,0,1,0,1,0,1,0,1,0,1
89,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,19,0,1,0,0,0,0,1,24,0,1,0,0,0,0,0,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1
93,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,1,27,0,1,0,66,1736,0,0,15,5,10,1,0,1,0,1,0,1,0,1,0,1,0,1
94,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17,0,1,0,0,0,0,1,6,0,1,0,0,0,0,0,0,4,11,0,1,1,0,1,0,1,0,1,0,1,0,2
94,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,1,33,0,1,0,0,0,0,866,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,2
95,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18,1,0,0,0,0,1,0,23,0,1,0,0,0,1235,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,1
96,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22,0,1,0,0,0,1,0,30,0,1,0,1,0,1585,0,484,6,8,1,0,1,0,1,0,1,0,1,0,1,0,1
100,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,0,1,28.6581462016245,1,0,0,0,17,997,0,0,4,10,1,0,1,0,1,0,1,0,1,0,1,0,2
100,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,10,1,0,1,0,1,0,1,0,1,0,1,0,2
104,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25,0,1,0,0,0,0,1,20,0,1,0,1,0,0,599,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,1
106,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26,0,1,0,0,0,0,1,17,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,1
109,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22,1,0,0,0,0,0,1,34,0,1,0,0,0,39,1,556,6,9,1,0,1,0,1,0,1,0,1,0,1,0,1
117,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,24,0,1,0,0,22,82,0,686,6,9,1,0,1,0,1,0,1,0,1,0,1,0,1
118,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,1,29,0,1,0,14,869,0,1,0,6,10,1,0,1,0,1,0,0,1,1,0,1,0,1
121,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26,1,0,0,0,0,0,1,20,0,1,0,1037,1,2,0,1576,5,6,1,0,1,0,1,0,1,0,1,0,1,0,1
124,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,1,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,5,10,1,0,1,0,1,0,1,0,1,0,1,0,1
125,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6,1,0,0,0,1,0,0,22,0,1,0,0,0,0,0,0,7,9,1,0,1,0,1,0,1,0,1,0,1,0,2
125,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,1,16,0,1,0,3966,2872,0,0,2458,6,9,1,0,1,0,1,0,1,0,1,0,1,0,2
130,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,1,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,1
131,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28,0,1,0,0,1,0,0,36,0,1,0,0,0,571,36,0,4,11,1,0,1,0,1,0,1,0,1,0,1,0,1
132,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,0,26,0,1,0,46,315,2305,0,97,5,5,1,0,1,0,1,0,1,0,1,0,1,0,1
135,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28,1,0,0,0,0,0,1,40,0,1,0,413,514,1,0,0,4,9,1,0,1,0,1,0,1,0,1,0,1,0,1
137,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24,0,1,0,0,0,0,1,29,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
142,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,30,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,5,4,1,0,1,0,1,0,1,0,1,0,1,0,3
142,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30,0,1,0,0,0,0,1,23,0,1,0,378,402,0,0,509,6,4,1,0,1,0,1,0,1,0,1,0,1,0,3
142,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,4,1,0,1,0,1,0,1,0,1,0,1,0,3
143,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,30,0,1,0,0,8853,6108,29,3523,6,10,1,0,1,0,1,0,1,0,1,0,1,0,1
145,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,1,56,0,1,0,0,44,23,723,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,1
150,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,36,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,2
150,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,56,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,2
153,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32,0,1,0,0,0,0,1,19,0,1,0,32,0,521,0,223,5,6,1,0,1,0,1,0,1,0,1,0,1,0,1
154,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,1,0,0,0,0,1,0,39,0,1,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1
155,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,33,1,0,0,0,0,0,1,38,0,1,0,2,26,148,1213,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
156,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,34,1,0,0,0,0,0,1,28.6581462016245,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,1
157,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,35,0,1,0,0,463,0,1502,585,5,6,1,0,1,0,1,0,1,0,1,0,1,0,1
158,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0,1,0,0,1,0,0,26,0,1,0,832,0,0,21,136,5,11,1,0,1,0,1,0,1,0,1,0,1,0,2
158,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33,0,1,0,0,0,0,1,31,0,1,0,0,0,705,0,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,2
159,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,34,0,1,0,0,0,0,1,38,0,1,0,0,3,0,756,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1
161,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35,1,0,0,0,1,0,0,27,0,1,0,0,11,0,0,1172,5,6,0,1,1,0,1,0,1,0,1,0,1,0,1
162,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,36,1,0,0,0,1,0,0,30,0,1,0,0,0,0,0,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1
166,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29,0,1,0,0,0,0,1,22,0,1,0,0,772,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,1
168,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,1,29,0,1,0,0,0,0,0,0,7,6,1,0,1,0,1,0,1,0,1,0,1,0,1
175,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,5
175,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25,1,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,5
175,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,5
175,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,1,0,0,0,0,0,1,27,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,5
175,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25,1,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,5
176,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39,1,0,0,0,0,1,0,29,0,1,0,362,15,0,0,450,5,10,1,0,1,0,1,0,1,0,1,0,1,0,1
180,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40,1,0,0,0,0,0,1,18,0,1,0,756,116,0,1,58,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1
184,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,1,22,0,1,0,197,0,1175,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
185,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,37,0,1,0,0,0,0,1,24,0,1,0,6,11,1404,0,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1
187,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,38,0,1,0,0,1,0,0,25,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
191,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39,0,1,0,0,0,0,1,36,0,1,0,261,0,206,465,0,5,10,1,0,1,0,1,0,1,0,1,0,1,0,1
194,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,14,0,1,0,0,0,0,0,0,7,7,1,0,1,0,1,0,1,0,1,0,1,0,3
194,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,24,0,1,0,0,0,0,0,0,7,7,1,0,1,0,1,0,1,0,1,0,1,0,3
194,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,26,0,0,1,0,275,0,4572,163,5,7,1,0,1,0,1,0,1,0,1,0,1,0,3
204,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43,1,0,0,0,0,1,0,29,0,1,0,1669,2,242,155,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,1
208,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,33,1,0,0,0,0,0,1,40,0,1,0,44,0,565,0,18,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1
209,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,1,36,1,0,0,33,0,0,12767,1193,7,6,1,0,0,1,1,0,1,0,1,0,1,0,1
214,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0,1,46,0,1,0,717,516,4,2,2439,7,7,1,0,1,0,1,0,1,0,1,0,1,0,2
214,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0,1,42,0,1,0,4762,20,0,4,41,6,7,1,0,1,0,1,0,1,0,1,0,1,0,2
215,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,34,1,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,1
218,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,35,1,0,0,0,0,0,1,19,0,1,0,741,12,1,0,0,5,9,1,0,1,0,1,0,1,0,1,0,1,0,1
226,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,0,25,0,1,0,3,3833,8098,1531,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,1
227,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,22,0,1,0,0,0,0,0,0,5,9,1,0,1,0,1,0,1,0,1,0,0,1,1
228,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,35,0,1,0,0,0,0,0,0,7,6,1,0,1,0,1,0,1,0,1,0,1,0,4
228,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,39,1,0,0,0,25273,0,13,1714,6,8,1,0,1,0,1,0,1,0,1,0,1,0,4
228,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,42,0,1,0,0,0,0,0,0,7,6,1,0,1,0,1,0,1,0,1,0,1,0,4
228,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,35,0,1,0,0,1442,0,1813,6439,6,6,1,0,1,0,1,0,1,0,1,0,1,0,4
230,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,49,1,0,0,0,0,1,0,29,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,2
230,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,49,1,0,0,0,0,0,1,20,0,1,0,786,0,0,0,0,3,8,1,0,1,0,1,0,1,0,0,1,1,0,2
235,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,0,1,25,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,1
236,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,51,1,0,0,0,0,0,1,36,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
238,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,1,39,0,1,0,2556,0,22,0,0,3,5,1,0,1,0,1,0,1,0,1,0,1,0,1
247,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,9,1,0,0,0,1,0,0,23,0,1,0,0,0,0,0,0,7,9,1,0,1,0,1,0,1,0,1,0,1,0,2
247,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,9,1,0,0,0,1,0,0,19,0,1,0,0,0,0,0,0,4,9,1,0,1,0,1,0,1,0,1,0,1,0,2
249,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,41,1,0,0,0,0,0,1,50,0,1,0,0,0,78,751,78,5,11,1,0,1,0,1,0,1,0,1,0,1,0,1
256,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,48,0,1,0,0,0,1,0,41,0,1,0,0,0,728,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,1
259,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,55,1,0,0,0,1,0,0,19,0,1,0,1,0,2839,85,0,3,5,1,0,1,0,1,0,1,0,1,0,1,0,1
262,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,39,0,1,0,0,0,0,1,20,0,1,0,186,0,0,602,100,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
264,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,1,0,0,19,0,1,0,0,0,0,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0,3
264,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,1,38,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,3
264,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,1,0,0,32,0,1,0,1340,0,0,8517,1256,6,8,1,0,0,1,1,0,1,0,1,0,1,0,3
266,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,1,44,0,1,0,696,0,462,46,94,6,4,1,0,1,0,1,0,1,0,1,0,1,0,2
266,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,57,1,0,0,0,0,0,1,18,0,1,0,1542,0,138,0,0,6,4,1,0,1,0,1,0,1,0,1,0,1,0,2
268,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,58,1,0,0,0,0,0,1,49,0,1,0,108,0,41,1560,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,2
268,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,1,0,0,23,0,1,0,3186,0,0,2,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,2
271,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44,1,0,0,0,0,0,1,31,0,1,0,41,334,1,62,484,5,11,1,0,1,0,1,0,1,0,1,0,1,0,1
272,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,1,55,0,1,0,1054,0,2,0,1,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
273,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,60,1,0,0,0,0,0,1,60,0,1,0,60,0,7022,0,0,5,3,1,0,1,0,1,0,1,0,1,0,1,0,3
273,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,60,1,0,0,0,0,0,1,20,0,1,0,0,0,0,0,0,6,3,1,0,1,0,1,0,1,0,1,0,1,0,3
273,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,0,0,1,34,0,1,0,301,0,79,919,0,6,3,1,0,1,0,1,0,1,0,1,0,1,0,3
274,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,17,0,1,0,1,0,0,0,14,0,1,0,123,0,0,1936,22,6,5,1,0,1,0,1,0,1,0,1,0,1,0,2
274,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,17,0,1,0,0,0,0,1,26,0,1,0,0,0,0,0,0,4,5,1,0,0,1,1,0,1,0,0,1,1,0,2
276,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,1,0,0,19,0,1,0,0,86,0,368,4055,5,6,1,0,1,0,1,0,1,0,1,0,1,0,2
276,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,1,25,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,2
279,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,62,1,0,0,0,1,0,0,42,0,1,0,98,10,0,613,0,6,11,1,0,1,0,1,0,1,0,1,0,1,0,1
